isoform,length,plddt,class,seqence identity,tm-score,helix,sheet,loop,surface charge,radius of gyration,high id low tm,charge positive,charge negative,radius positive,radius negative,ptm added,ptm buried to exposed,ptm exposed to buried,ptm missed,ptm added(curated),ptm buried to exposed(curated),ptm exposed to buried(curated),ptm missed(curated)
Q8IWW8-2,419,95.67484487,high,89.72162741,0.946413195,0.577565632,0.102625298,0.319809069,1,20.60306172,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9GZT6-3,153,95.66751634,high,60.23622047,0.588051288,0.973856209,0,0.026143791,-2,65.02727072,na,na,na,na,na,0,0,0,2,0,0,0,0
P51648-2,508,95.66535433,high,94.69548134,0.971278236,0.533464567,0.143700787,0.322834646,15,34.48649418,na,na,na,na,na,0,0,0,0,0,0,0,0
Q01415-2,447,95.64407159,high,96.28820961,0.977752992,0.483221477,0.172259508,0.344519016,-3,22.44584141,na,na,na,na,na,0,0,0,1,0,0,0,0
Q15165-1,354,95.63943503,high,97.17514124,0.999334537,0.144067797,0.460451977,0.395480226,-9,20.46782846,na,na,na,na,na,0,0,0,0,0,0,0,0
O15539-2,73,95.63027397,high,40.33149171,0.667702695,0.753424658,0,0.246575342,-2,15.69804546,na,na,na,na,na,0,1,0,2,0,1,0,1
O95620-2,196,95.62729592,high,61.829653,0.785248652,0.571428571,0.06122449,0.367346939,-3,20.49654536,na,na,na,na,na,0,0,0,3,0,0,0,0
Q9H3H5-3,301,95.62219269,high,73.7745098,0.868279336,0.687707641,0.099667774,0.212624585,2,21.00965399,na,na,na,na,na,0,0,0,1,0,0,0,0
O75688-5,327,95.62116208,high,67.01461378,0.824252582,0.357798165,0.241590214,0.400611621,-12,21.11968955,na,na,na,na,na,0,1,0,7,0,0,0,0
Q08257-2,192,95.6046875,high,57.14285714,0.775791825,0.432291667,0.171875,0.395833333,0,17.27725259,na,na,na,na,na,0,0,0,22,0,0,0,0
P09488-2,181,95.58508287,high,83.02752294,0.900388795,0.480662983,0.110497238,0.408839779,0,17.89838304,na,na,na,na,na,0,2,0,1,0,0,0,0
Q9ULC4-3,182,95.58021978,high,98.35164835,0.987519308,0.340659341,0.269230769,0.39010989,6,16.85482459,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6YP21-3,420,95.57142857,high,92.51101322,0.960412647,0.464285714,0.116666667,0.419047619,1,21.6983973,na,na,na,na,na,0,0,0,3,0,0,0,0
P19961-2,370,95.55405405,high,71.81996086,0.856707606,0.335135135,0.127027027,0.537837838,8,20.99143539,na,na,na,na,na,0,0,0,0,0,0,0,0
P46779-4,69,95.55304348,high,49.6350365,0.732100812,0.173913043,0.260869565,0.565217391,10,14.10031561,na,na,TRUE,na,na,0,0,0,15,0,0,0,0
O95278-6,88,95.54159091,high,26.58610272,0.626780646,0.625,0,0.375,4,12.65096223,na,na,na,na,na,0,0,0,1,0,0,0,1
P68402-3,132,95.52742424,high,57.6419214,0.784016079,0.46969697,0.128787879,0.401515152,-6,14.94715203,na,na,na,na,na,0,0,0,7,0,0,0,0
Q9NVH6-7,353,95.52300283,high,83.847981,0.918282777,0.331444759,0.266288952,0.402266289,3,24.04994006,na,na,na,na,na,0,0,0,0,0,0,0,0
P15289-2,423,95.51465721,high,83.43195266,0.908857974,0.278959811,0.111111111,0.609929078,-11,22.23068901,na,na,na,na,na,0,0,0,0,0,0,0,0
Q7Z2E3-12,49,95.51428571,high,12.64044944,0.552732559,0.06122449,0.265306122,0.673469388,6,12.77468223,na,na,na,na,na,0,0,0,16,0,0,0,1
P05089-2,330,95.51154545,high,97.57575758,0.984789702,0.403030303,0.136363636,0.460606061,7,19.29059859,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H0P0-1,297,95.51040404,high,85.16320475,0.917565161,0.498316498,0.124579125,0.377104377,-7,19.57421721,na,na,na,na,na,1,0,0,1,0,0,0,0
O75689-3,302,95.50397351,high,80.7486631,0.903300676,0.32781457,0.30794702,0.364238411,10,21.11755873,na,na,na,na,na,0,0,0,0,0,0,0,0
P34949-2,362,95.48198895,high,85.3427896,0.917457722,0.229281768,0.325966851,0.444751381,-6,21.13058328,na,na,na,na,na,0,0,0,3,0,0,0,0
Q9NVD3-3,416,95.47105769,high,94.31818182,0.966564805,0.545673077,0.088942308,0.365384615,2,25.4839928,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5T013-4,204,95.47058824,high,73.64620939,0.844881634,0.490196078,0.098039216,0.411764706,-4,17.89818821,na,na,na,na,na,0,0,0,1,0,0,0,0
Q03154-4,373,95.46817694,high,91.42156863,0.889139159,0.348525469,0.201072386,0.450402145,-7,26.34616525,na,na,na,na,na,0,1,0,0,0,0,0,0
Q96BI3-2,247,95.46578947,high,92.45283019,0.949978218,0.829959514,0,0.170040486,0,19.98754684,na,na,na,na,na,1,0,0,2,0,0,0,0
P40925-2,245,95.45857143,high,73.35329341,0.862255052,0.518367347,0.171428571,0.310204082,9,18.25046133,na,na,na,na,na,0,0,0,5,0,0,0,0
P30038-3,512,95.45400391,high,90.94138544,0.950879953,0.412109375,0.1640625,0.423828125,6,27.81089898,na,na,na,na,na,0,0,0,1,0,0,0,0
O14933-2,87,95.42655172,high,56.8627451,0.731634008,0.459770115,0,0.540229885,-2.22E-16,14.57152169,na,na,na,na,na,0,0,0,3,0,0,0,0
P35080-2,140,95.42107143,high,93.57142857,0.983624685,0.335714286,0.307142857,0.357142857,1,13.74139299,na,na,na,na,na,6,0,0,1,0,0,0,0
Q96MX6-2,288,95.41381944,high,80.67226891,0.895650877,0.010416667,0.517361111,0.472222222,4,19.01186009,na,na,na,na,na,0,1,0,0,0,0,0,0
P28074-3,160,95.4075625,high,60.8365019,0.792127216,0.475,0.2125,0.3125,0,17.56482848,na,na,na,na,na,0,1,0,4,0,0,0,0
O15392-7,74,95.40527027,high,51.4084507,0.718891976,0.27027027,0.135135135,0.594594595,-8,12.60892852,na,na,na,na,na,0,0,0,14,0,0,0,12
P15559-3,236,95.39627119,high,86.13138686,0.916718951,0.440677966,0.088983051,0.470338983,6,20.65242162,na,na,na,na,na,0,1,0,5,0,1,0,1
P14324-2,353,95.39413598,high,84.24821002,0.912938198,0.764872521,0,0.235127479,-5,21.28233414,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BYC5-3,412,95.39203883,high,71.65217391,0.857045121,0.419902913,0.165048544,0.415048544,-2,22.21269955,na,na,na,na,TRUE,0,0,0,1,0,0,0,0
Q8N2Z9-3,77,95.39051948,high,50,0.734830166,0.909090909,0,0.090909091,-5,18.58266227,na,na,na,na,na,0,0,0,6,0,0,0,0
P51854-4,540,95.38524074,high,90.60402685,0.951293558,0.405555556,0.168518519,0.425925926,-3,27.38323789,na,na,na,na,na,0,0,0,0,0,0,0,0
P02774-2,352,95.37715909,high,74.26160338,0.870665773,0.752840909,0,0.247159091,-10,23.42950688,na,na,na,na,na,0,0,0,2,0,0,0,0
P34897-3,483,95.37351967,high,95.83333333,0.957167088,0.474120083,0.120082816,0.405797101,5,25.91873187,na,na,na,na,na,0,0,1,1,0,0,0,0
P22570-4,439,95.35920273,high,87.98370672,0.938769767,0.38952164,0.177676538,0.432801822,0,23.69256394,na,na,na,na,na,0,0,1,0,0,0,0,0
Q13231-2,387,95.34116279,high,82.61802575,0.911074938,0.374677003,0.211886305,0.413436693,8,22.80971665,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H0W9-4,204,95.33411765,high,64.76190476,0.813784473,0.117647059,0.357843137,0.524509804,-4,17.66212104,na,na,na,na,na,0,0,0,7,0,0,0,0
Q9Y471-4,486,95.33026749,high,96.00798403,0.960553365,0.310699588,0.189300412,0.5,1,24.51283421,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9Y2Q3-4,183,95.3220765,high,80.97345133,0.672592341,0.573770492,0.142076503,0.284153005,-2,21.86008736,na,na,na,na,na,0,1,0,5,0,0,0,0
Q9NQZ6-2,133,95.3218797,high,58.92857143,0.756465133,0.917293233,0,0.082706767,-10,51.0172794,na,na,na,na,na,0,0,0,4,0,0,0,0
P05186-3,469,95.31503198,high,89.50381679,0.918078142,0.326226013,0.119402985,0.554371002,-3,27.05791528,na,na,na,na,na,0,0,0,1,0,0,0,0
Q15435-5,221,95.27199095,high,59.39226519,0.798672611,0.027149321,0.122171946,0.850678733,-11,19.34667158,na,na,na,na,na,0,0,0,14,0,0,0,5
O00764-3,239,95.2641841,high,76.6025641,0.881450389,0.451882845,0.192468619,0.355648536,-2,18.13744847,na,na,na,na,na,0,0,0,3,0,0,0,0
Q9UKU9-2,191,95.26356021,high,38.74239351,0.690913358,0.12565445,0.230366492,0.643979058,4,15.61484765,na,na,na,na,TRUE,0,0,0,3,0,0,0,0
Q9H190-3,207,95.2557971,high,70.89041096,0.841719641,0.246376812,0.29468599,0.458937198,14,17.87068061,na,na,na,na,na,0,0,0,3,0,0,0,0
P04424-2,444,95.24869369,high,95.68965517,0.971847392,0.677927928,0.029279279,0.292792793,2,31.10315691,na,na,na,na,na,0,2,0,1,0,0,0,0
P58499-3,187,95.2486631,high,77.87234043,0.864732655,0.144385027,0.310160428,0.545454545,6,18.03574163,na,na,na,na,TRUE,0,0,0,1,0,0,0,0
Q9H2A2-4,437,95.24615561,high,89.73305955,0.941509391,0.414187643,0.201372998,0.384439359,-4,24.31526658,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96KE9-2,410,95.23626829,high,84.53608247,0.920545465,0.390243902,0.214634146,0.395121951,-9,27.71205077,na,na,na,na,na,0,0,0,0,0,0,0,0
Q495C1-2,123,95.22878049,high,41.07744108,0.57085837,0.544715447,0.097560976,0.357723577,9,31.99535276,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9HD33-3,140,95.21857143,high,56,0.770715177,0.678571429,0.092857143,0.228571429,17,27.24097485,na,na,na,na,na,0,1,0,6,0,0,0,0
O95861-3,253,95.21660079,high,82.14285714,0.900010018,0.308300395,0.229249012,0.462450593,-5,18.15494223,na,na,na,na,na,0,2,0,4,0,0,0,0
P53370-2,147,95.20979592,high,46.51898734,0.69698584,0.299319728,0.238095238,0.462585034,-5,17.86849202,na,na,na,na,na,0,0,0,2,0,0,0,0
P49189-3,518,95.20357143,high,95.36679537,0.976314441,0.3996139,0.212355212,0.388030888,0,25.40539465,na,na,na,na,na,0,0,1,0,0,0,0,0
Q9BZ23-2,279,95.19362007,high,48.94736842,0.731882314,0.498207885,0.197132616,0.304659498,0,21.40602879,na,na,TRUE,na,TRUE,0,0,0,17,0,0,0,0
Q15800-2,162,95.18024691,high,55.29010239,0.767102091,0.716049383,0,0.283950617,5,17.4294376,na,na,na,na,na,0,0,0,3,0,0,0,0
Q4JDL3-6,228,95.17464912,high,53.57142857,0.768584668,0.328947368,0.25,0.421052632,4,17.45526479,na,TRUE,na,na,TRUE,0,0,0,9,0,0,0,0
P48739-2,272,95.15529412,high,97.42647059,0.997165276,0.356617647,0.275735294,0.367647059,-3,18.62143916,na,na,na,na,na,0,0,0,1,0,0,0,0
Q6IPT4-3,167,95.14844311,high,53.01587302,0.75580933,0.407185629,0.19760479,0.395209581,-3,17.06376143,na,na,na,na,na,0,0,0,2,0,0,0,0
Q7Z2E3-6,113,95.14699115,high,31.46067416,0.654161104,0.292035398,0.265486726,0.442477876,3,13.87823667,na,na,na,na,na,0,0,0,11,0,0,0,1
P22392-2,267,95.1435206,high,56.92883895,0.771242901,0.501872659,0.191011236,0.307116105,7,21.56014259,na,na,na,na,na,23,0,0,0,0,0,0,0
P61077-3,149,95.14134228,high,94.63087248,0.991343397,0.402684564,0.154362416,0.44295302,1,16.16732051,na,na,na,na,na,0,0,0,2,0,0,0,0
Q8IUZ5-3,175,95.11622857,high,38.88888889,0.659287695,0.565714286,0.097142857,0.337142857,-1,22.12766906,na,na,na,na,na,0,0,0,6,0,0,0,0
Q9Y6A2-2,403,95.09885856,high,80.6,0.899863511,0.553349876,0.086848635,0.359801489,11,22.20519636,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8N323-2,405,95.0942963,high,74.04021938,0.866054523,0.316049383,0.232098765,0.451851852,0,22.50248891,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9Y6A2-3,337,95.08062315,high,67.4,0.833562153,0.575667656,0.047477745,0.376854599,2,21.69318241,na,na,na,na,na,0,0,0,2,0,0,0,0
P14868-2,401,95.07628429,high,80.03992016,0.898105011,0.408977556,0.194513716,0.396508728,-6,25.03366058,na,na,na,na,na,0,2,0,12,0,0,0,0
A6NEC2-2,263,95.07536122,high,55.0209205,0.773065274,0.498098859,0.140684411,0.36121673,-14,19.10210338,na,na,na,na,na,0,0,0,13,0,0,0,0
P07741-2,134,95.05977612,high,73.88888889,0.854390392,0.373134328,0.291044776,0.335820896,1,16.49259364,na,na,na,na,na,0,0,0,4,0,0,0,0
P36871-2,580,95.04565517,high,90,0.979384651,0.384482759,0.262068966,0.353448276,1,25.28115043,na,na,na,na,na,1,1,0,7,0,0,0,0
O14717-4,63,95.04206349,high,14.93670886,0.567120806,0.349206349,0.253968254,0.396825397,-2,12.04657942,na,na,na,na,TRUE,0,0,0,3,0,0,0,0
Q8NDY3-2,272,95.03757353,high,76.83615819,0.87815668,0.661764706,0,0.338235294,-3,18.51775769,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9Y2C4-3,228,95.03131579,high,61.95652174,0.779185151,0.451754386,0.153508772,0.394736842,-6,22.10800515,na,na,na,na,na,0,0,0,4,0,0,0,0
Q9NTX5-3,226,95.0230531,high,73.61563518,0.86331721,0.610619469,0.088495575,0.300884956,1,19.51567634,na,na,na,na,na,0,0,0,7,0,0,0,0
Q9NSD9-2,490,95.01822449,high,83.19185059,0.912902463,0.340816327,0.263265306,0.395918367,4,34.53091289,na,na,na,na,na,0,1,0,11,0,0,0,0
Q9H903-2,70,95.01428571,high,20.17291066,0.589047598,0.371428571,0.157142857,0.471428571,4,17.22073609,na,na,na,na,na,0,1,0,3,0,0,0,0
Q13564-4,537,94.99335196,high,99.44134078,0.994968328,0.562383613,0.096834264,0.340782123,-12,29.00792277,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96QG7-2,464,94.99252155,high,84.51730419,0.912162281,0.551724138,0.077586207,0.370689655,-3,24.6928638,na,na,na,na,na,0,0,0,1,0,0,0,0
P0DMM9-3,301,94.98873754,high,98.00664452,0.972112057,0.488372093,0.093023256,0.418604651,-2,18.62750703,na,na,na,na,na,0,0,0,0,0,0,0,0
Q08257-3,295,94.98779661,high,89.6656535,0.934985505,0.328813559,0.230508475,0.440677966,5,20.08439074,na,na,na,na,na,0,2,1,1,0,0,0,0
P00338-5,241,94.97087137,high,71.08433735,0.84992032,0.460580913,0.099585062,0.439834025,5,22.70011626,na,na,na,na,na,0,2,0,23,0,0,0,0
P18510-4,143,94.96846154,high,80.79096045,0.89991703,0.097902098,0.531468531,0.370629371,-6,14.3737752,na,na,na,na,na,0,0,0,0,0,0,0,0
P60891-2,251,94.96557769,high,78.93081761,0.893472459,0.406374502,0.211155378,0.38247012,2,19.28234157,na,na,na,na,na,0,0,0,5,0,0,0,0
Q7Z2E3-2,168,94.95327381,high,47.19101124,0.732423728,0.380952381,0.220238095,0.398809524,6,16.33900793,na,na,na,na,na,0,0,0,10,0,0,0,1
Q9BX70-2,204,94.95117647,high,38.85714286,0.592004166,0.12745098,0.441176471,0.431372549,-2.22E-16,20.91852987,na,na,na,na,na,0,0,0,3,0,0,0,0
P25789-2,190,94.94426316,high,72.79693487,0.854907836,0.521052632,0.194736842,0.284210526,2,20.51407136,na,na,na,na,na,0,1,0,5,0,0,0,0
P49862-2,181,94.94165746,high,71.54150198,0.841538394,0.127071823,0.314917127,0.55801105,8,17.16182958,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8N4Q0-2,254,94.91716535,high,67.37400531,0.823007089,0.440944882,0.106299213,0.452755906,3,19.02499092,na,na,na,na,na,0,0,0,0,0,0,0,0
Q2TAA2-2,135,94.91511111,high,54.43548387,0.681754986,0.577777778,0.044444444,0.377777778,-10,20.65878081,na,na,na,na,na,0,0,0,2,0,0,0,0
P08319-2,399,94.90370927,high,93.73433584,0.973210933,0.280701754,0.20802005,0.511278195,8,23.89137029,na,na,na,na,na,0,0,0,0,0,0,0,0
P09914-2,447,94.89071588,high,93.51464435,0.967285575,0.807606264,0,0.192393736,5,27.3574888,na,na,na,na,na,0,0,0,0,0,0,0,0
P34896-3,403,94.88635236,high,83.436853,0.616606128,0.496277916,0.121588089,0.382133995,0,29.86242768,na,na,na,na,na,0,1,0,2,0,0,0,0
Q9BRP4-3,277,94.88476534,high,70.66326531,0.842519695,0.02166065,0.570397112,0.407942238,-3,18.39971853,na,na,na,na,na,0,0,0,4,0,0,0,0
Q9ULC4-2,169,94.87710059,high,89.50276243,0.934646653,0.372781065,0.26035503,0.366863905,2,17.07204131,na,na,na,na,na,0,0,0,2,0,0,0,0
Q5JVF3-2,397,94.86929471,high,97.25,0.994018678,0.763224181,0.0302267,0.206549118,10,28.04558145,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8IWW8-4,255,94.86258824,high,53.74732334,0.764220157,0.454901961,0.164705882,0.380392157,5,18.6701514,na,na,na,na,na,0,0,0,2,0,0,0,0
Q15493-2,227,94.86048458,high,75.58528428,0.870639828,0.066079295,0.497797357,0.436123348,7,17.29068272,na,na,na,na,na,0,0,1,1,0,0,0,0
Q96PC3-4,154,94.84681818,high,92.94871795,0.982452062,0.493506494,0.201298701,0.305194805,-2,17.56192084,na,na,na,na,na,0,0,0,0,0,0,0,0
P11908-2,321,94.83404984,high,99.06542056,0.994040285,0.370716511,0.23364486,0.395638629,-2,20.56267601,na,na,na,na,na,0,0,0,0,0,0,0,0
Q16635-3,262,94.83133588,high,89.7260274,0.947050348,0.484732824,0.141221374,0.374045802,8,18.26256639,na,na,na,na,na,0,0,0,0,0,0,0,0
P63267-2,333,94.82705706,high,88.56382979,0.938882624,0.492492492,0.18018018,0.327327327,-7,21.32910525,na,na,na,na,na,0,2,0,17,0,0,0,0
O95861-4,272,94.80709559,high,88.31168831,0.914859542,0.375,0.220588235,0.404411765,6,18.057873,na,na,na,na,na,0,1,0,0,0,0,0,0
P48739-3,273,94.80673993,high,97.06959707,0.994470519,0.355311355,0.285714286,0.358974359,-4,18.67189549,na,na,na,na,na,0,0,0,2,0,0,0,0
Q86V25-3,156,94.79544872,high,43.09859155,0.696763901,0.371794872,0.256410256,0.371794872,6,15.92365166,na,na,na,na,na,0,0,0,11,0,0,0,0
Q0GE19-6,64,94.79515625,high,18.52941176,0.491165786,0.8125,0,0.1875,2,17.58846156,na,na,na,na,na,0,0,0,0,0,0,0,0
O95670-3,77,94.78402597,high,65.25423729,0.76617666,0.805194805,0,0.194805195,2,34.03540823,na,na,na,na,TRUE,0,0,0,2,0,0,0,0
Q9H672-2,274,94.74416058,high,85.53459119,0.900447311,0.569343066,0,0.430656934,0,26.13140471,na,na,na,na,na,0,0,0,0,0,0,0,0
P12955-2,452,94.73825221,high,91.68356998,0.951376532,0.325221239,0.161504425,0.513274336,-13,25.01541202,na,na,na,na,na,0,0,0,3,0,0,0,0
P16870-2,440,94.73329545,high,92.43697479,0.946159931,0.359090909,0.211363636,0.429545455,-10,24.94477375,na,na,na,na,na,0,0,0,0,0,0,0,0
Q7Z4L9-2,228,94.72254386,high,72.25806452,0.863286331,0.214912281,0.105263158,0.679824561,0,20.30485903,na,na,na,na,TRUE,0,0,0,0,0,0,0,0
Q9UIV1-2,244,94.72192623,high,85.26315789,0.906945612,0.475409836,0.135245902,0.389344262,-11,17.99087418,na,na,na,na,na,0,1,0,1,0,0,0,0
Q86WT6-2,341,94.71715543,high,67.8,0.830888554,0.436950147,0.190615836,0.372434018,-5,39.76563308,na,na,na,na,TRUE,0,0,0,0,0,0,0,0
O75031-2,259,94.71598456,high,77.54491018,0.883946515,0.861003861,0,0.138996139,-6,27.82651159,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H2A2-2,433,94.71588915,high,88.91170431,0.93778469,0.427251732,0.217090069,0.355658199,-1,23.43028424,na,na,na,na,na,0,0,0,0,0,0,0,0
P49326-2,285,94.71414035,high,51.95530726,0.761289524,0.350877193,0.2,0.449122807,4,22.80495743,na,na,na,na,na,0,0,0,7,0,0,0,0
Q96CU9-2,275,94.70545455,high,56.58436214,0.775894924,0.261818182,0.294545455,0.443636364,-6,21.87083824,na,na,na,na,na,0,0,0,9,0,0,0,0
Q16877-3,435,94.69662069,high,92.75053305,0.957812788,0.47816092,0.154022989,0.367816092,-4,24.97309552,na,na,na,na,na,0,1,0,2,0,0,0,0
O75688-4,380,94.67976316,high,78.91440501,0.892766793,0.407894737,0.207894737,0.384210526,-13,22.92852286,na,TRUE,na,na,na,0,1,0,3,0,0,0,0
P54687-4,385,94.67909091,high,99.48186528,0.971759083,0.251948052,0.293506494,0.454545455,-6,24.00839838,na,na,na,na,na,0,0,0,1,0,0,0,0
Q9BRR6-4,222,94.66315315,high,43.46076459,0.715870962,0.378378378,0.175675676,0.445945946,-4,17.16837463,na,na,na,na,na,0,0,0,4,0,0,0,0
Q9Y697-2,397,94.65481108,high,86.87089716,0.927598985,0.471032746,0.120906801,0.408060453,1,22.94607592,na,na,na,na,na,0,0,1,1,0,0,0,0
O95278-2,317,94.64899054,high,94.25981873,0.975906962,0.356466877,0.201892744,0.441640379,-9,21.47225014,na,na,na,na,na,0,0,0,2,0,0,0,0
P50213-2,288,94.63982639,high,78.68852459,0.886749436,0.479166667,0.194444444,0.326388889,-3,19.90588249,na,na,na,na,na,0,1,0,7,0,0,0,0
Q9Y277-2,284,94.63359155,high,99.64788732,0.991324108,0.070422535,0.693661972,0.235915493,6,21.2681434,na,na,na,na,na,0,0,1,0,0,0,0,0
P04899-6,303,94.63026403,high,85.35211268,0.92416947,0.580858086,0.115511551,0.303630363,-11,21.39162528,na,na,na,na,na,0,1,0,7,0,0,0,1
Q92876-2,137,94.62715328,high,56.14754098,0.766266489,0.153284672,0.270072993,0.576642336,-1,16.03602884,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NQH7-4,484,94.62696281,high,95.46351085,0.970096249,0.380165289,0.159090909,0.460743802,-1,25.5789577,na,na,na,na,na,0,0,0,1,0,0,0,0
P23946-2,136,94.6125,high,55.06072874,0.750349086,0.139705882,0.286764706,0.573529412,10,16.04467012,na,na,na,na,na,0,0,0,3,0,0,0,0
Q8IY31-4,114,94.60385965,high,81.06060606,0.886656625,0.859649123,0.061403509,0.078947368,-2,47.05448528,na,na,na,na,na,0,0,0,0,0,0,0,0
Q12794-5,176,94.59960227,high,40.45977011,0.692091117,0.448863636,0.130681818,0.420454545,-1,18.00211042,na,na,na,na,na,0,1,0,0,0,0,0,0
Q86X76-2,291,94.59364261,high,88.99082569,0.940579032,0.323024055,0.213058419,0.463917526,-2.22E-16,18.94382361,na,na,na,na,na,0,0,0,0,0,0,0,0
Q7Z7K6-2,118,94.59,high,38.04347826,0.692087999,0.194915254,0.372881356,0.43220339,6,14.16950392,na,na,na,na,na,0,0,0,20,0,0,0,0
O75602-2,458,94.58545852,high,86.01941748,0.92056744,0.868995633,0,0.131004367,-3,31.53408949,na,na,na,na,na,0,0,0,1,0,0,0,0
Q9Y2T3-3,471,94.58239915,high,96.39065817,0.972352176,0.418259023,0.16985138,0.411889597,-10,22.53544759,na,na,na,na,na,0,0,0,0,0,0,0,0
O95749-2,246,94.56662602,high,82,0.909251906,0.792682927,0,0.207317073,-3,19.00217912,na,na,na,na,na,0,1,0,4,0,0,0,0
P11172-2,302,94.55725166,high,62.91666667,0.741337079,0.476821192,0.105960265,0.417218543,0,22.47751607,na,na,na,na,na,0,0,0,13,0,0,0,0
O14818-2,178,94.54101124,high,71.77419355,0.844141013,0.539325843,0.146067416,0.314606742,1,19.24910078,na,na,na,na,na,0,0,0,11,0,0,0,0
P05976-2,150,94.529,high,74.22680412,0.84133331,0.606666667,0.04,0.353333333,-11,17.99635235,na,na,na,na,TRUE,0,0,0,0,0,0,0,0
Q9BY49-2,157,94.52031847,high,51.81518152,0.750854382,0.477707006,0.121019108,0.401273885,3,17.88302865,na,na,na,na,na,0,0,0,4,0,0,0,0
P09471-2,354,94.5129096,high,94.35028249,0.996192787,0.584745763,0.124293785,0.290960452,-6,25.12482665,na,na,na,na,na,0,0,1,3,0,0,0,0
Q8IVS8-6,187,94.5113369,high,35.75525813,0.661210121,0.454545455,0.160427807,0.385026738,-9,15.92845417,na,na,na,na,na,0,0,0,7,0,0,0,0
Q8IW45-3,126,94.49190476,high,36.31123919,0.666025304,0.595238095,0.095238095,0.30952381,2,15.2448362,na,na,na,na,na,0,0,0,9,0,0,0,0
P22234-2,432,94.48912037,high,98.14814815,0.989777806,0.405092593,0.215277778,0.37962963,5,25.46167565,na,na,na,na,na,0,1,0,0,0,0,0,0
Q9UGP5-2,300,94.48366667,high,47.86324786,0.72670329,0.506666667,0.123333333,0.37,9,23.18074388,na,na,na,na,TRUE,0,0,1,12,0,0,0,5
P28065-2,209,94.48172249,high,94.52054795,0.969571035,0.354066986,0.320574163,0.325358852,-9,16.78291625,na,na,na,na,na,0,0,0,1,0,0,0,0
Q08431-2,275,94.47618182,high,71.05943152,0.739410097,0.021818182,0.418181818,0.56,7,22.57603501,na,na,na,na,na,0,0,0,3,0,0,0,0
Q9BRQ4-2,229,94.47423581,high,85.76779026,0.925560165,0.283842795,0.301310044,0.414847162,-4,18.65623777,na,na,na,na,na,0,0,0,3,0,0,0,0
P49821-2,455,94.45608791,high,98.06034483,0.961398466,0.49010989,0.107692308,0.402197802,13,23.89233106,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BY32-2,177,94.45429379,high,91.2371134,0.899847775,0.389830508,0.203389831,0.406779661,-5,17.03284722,na,na,na,na,na,0,0,0,4,0,0,0,0
Q9NPJ8-4,114,94.45131579,high,80.28169014,0.889790538,0.184210526,0.51754386,0.298245614,1,14.96838118,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UK99-2,415,94.44233735,high,87.68577495,0.923717636,0.33253012,0.272289157,0.395180723,-2,28.80456415,na,TRUE,na,na,na,0,0,0,1,0,0,0,0
Q8N461-2,267,94.42853933,high,55.74112735,0.773250386,0.367041199,0.157303371,0.475655431,-11,20.19382097,na,na,na,na,TRUE,0,0,0,2,0,0,0,0
Q9H2M3-2,299,94.42742475,high,82.36914601,0.885814118,0.451505017,0,0.548494983,-6,20.05631473,na,na,na,na,na,0,0,0,0,0,0,0,0
P46952-2,147,94.42537415,high,51.3986014,0.749602026,0.149659864,0.496598639,0.353741497,3,15.53444526,na,na,na,na,na,0,0,0,5,0,0,0,0
Q86WA6-2,274,94.41642336,high,89.34707904,0.911453431,0.434306569,0.182481752,0.383211679,7,21.56939165,na,na,na,na,na,0,0,0,1,0,0,0,0
Q96C11-5,463,94.41308855,high,84.02903811,0.782089012,0.457883369,0.133909287,0.408207343,-10,28.61318494,na,na,na,na,na,0,0,0,2,0,0,0,0
Q7L5Y1-2,361,94.40182825,high,75.88495575,0.8589889,0.501385042,0.074792244,0.423822715,1,22.06927576,na,na,na,na,na,0,0,0,1,0,0,0,0
Q9NPA8-2,96,94.39385417,high,95.04950495,0.95510666,0.84375,0,0.15625,4,17.67763018,na,na,na,na,na,0,0,0,1,0,0,0,0
