reference,length,plddt,transcript_ID,gene_ID,gene_name
Q9NW64,420,75.92047619047617,ENST00000199814.9,ENSG00000086589.12,RBM22
Q9BSA9,504,81.40746031746032,ENST00000264771.9,ENSG00000127419.17,TMEM175
P42126,302,89.56344370860928,ENST00000301729.9,ENSG00000167969.13,ECI1
Q8N5N4,141,66.08290780141844,ENST00000318225.3,ENSG00000180697.9,C3orf22
Q49MI3,558,79.39204301075279,ENST00000339098.9,ENSG00000188452.15,CERKL
Q9H490,435,92.62848275862062,ENST00000217446.8,ENSG00000101464.11,PIGU
Q8IVI9,506,86.6862648221344,ENST00000317647.12,ENSG00000163072.16,NOSTRIN
Q16534,295,71.34155932203387,ENST00000226067.10,ENSG00000108924.14,HLF
Q12800,502,77.0756573705179,ENST00000257915.10,ENSG00000135457.11,TFCP2
Q9UIK5,374,69.09045454545449,ENST00000272771.10,ENSG00000144339.12,TMEFF2
Q9GZM7,467,86.30293361884371,ENST00000271064.12,ENSG00000142910.16,TINAGL1
Q8N4L8,307,66.21231270358302,ENST00000372318.8,ENSG00000159214.13,CCDC24
Q14201,252,71.06876984126987,ENST00000348354.7,ENSG00000154640.15,BTG3
Q8TD08,544,67.90678308823534,ENST00000338033.9,ENSG00000181085.15,MAPK15
Q14011,172,61.52970930232557,ENST00000588030.5,ENSG00000099622.14,CIRBP
Q96K49,555,73.879045045045,ENST00000283206.9,ENSG00000153214.11,TMEM87B
Q96DR4,205,95.9289268292683,ENST00000296632.8,ENSG00000164211.13,STARD4
Q9BY08,206,94.0084466019417,ENST00000242827.11,ENSG00000123179.14,EBPL
Q8WV37,535,70.12736448598125,ENST00000595962.6,ENSG00000198464.14,ZNF480
Q15036,470,82.60853191489372,ENST00000233575.7,ENSG00000115234.11,SNX17
Q06587,406,69.87475369458124,ENST00000374656.5,ENSG00000204227.5,RING1
Q8WTR2,217,88.36981566820275,ENST00000354221.5,ENSG00000162999.13,DUSP19
Q16851,508,86.57779527559055,ENST00000337130.10,ENSG00000169764.16,UGP2
Q5RL73,367,67.86613079019072,ENST00000265732.10,ENSG00000127993.16,RBM48
Q6NUN0,579,91.0035405872194,ENST00000331849.8,ENSG00000183549.10,ACSM5
P51948,309,85.11834951456315,ENST00000261245.9,ENSG00000020426.11,MNAT1
P07306,291,86.63769759450173,ENST00000269299.8,ENSG00000141505.12,ASGR1
Q7Z3B1,354,81.50090395480225,ENST00000357731.10,ENSG00000172260.15,NEGR1
Q96IY1,281,75.82555160142346,ENST00000366977.8,ENSG00000117697.15,NSL1
Q9UBK7,228,79.46298245614035,ENST00000393167.7,ENSG00000144134.19,RABL2A
Q9NVV5,238,93.95630252100844,ENST00000357847.9,ENSG00000146416.19,AIG1
Q6N075,450,88.25988888888887,ENST00000329548.5,ENSG00000182544.9,MFSD5
Q32NB8,556,84.71424460431653,ENST00000262764.11,ENSG00000087157.19,PGS1
Q8IZK6,566,82.10556537102475,ENST00000370608.8,ENSG00000153898.13,MCOLN2
Q4U2R8,563,82.49319715808166,ENST00000377871.7,ENSG00000197901.12,SLC22A6
Q8N5S1,370,71.97262162162164,ENST00000321510.7,ENSG00000181240.14,SLC25A41
Q13426,336,74.5171726190477,ENST00000511817.1,ENSG00000152422.16,XRCC4
Q96F85,164,94.34225609756096,ENST00000263655.4,ENSG00000119865.9,CNRIP1
Q8IY95,271,77.28535055350551,ENST00000306480.11,ENSG00000170088.14,TMEM192
P49765,207,73.95681159420292,ENST00000309422.7,ENSG00000173511.10,VEGFB
P33260,490,93.91555102040807,ENST00000285979.11,ENSG00000108242.13,CYP2C18
Q9BQ24,234,91.4177777777778,ENST00000311141.7,ENSG00000100711.14,ZFYVE21
Q86UF4,302,63.92215231788079,ENST00000367910.5,ENSG00000185860.14,CCDC190
Q9NSC5,361,82.42246537396117,ENST00000392351.8,ENSG00000051128.19,HOMER3
A0PJE2,317,95.3622712933754,ENST00000682342.1,ENSG00000102796.12,DHRS12
Q969M3,257,67.25412451361868,ENST00000274496.10,ENSG00000145817.17,YIPF5
Q96K21,471,68.9828450106157,ENST00000355341.8,ENSG00000166140.17,ZFYVE19
P78329,520,92.24338461538466,ENST00000221700.11,ENSG00000186115.13,CYP4F2
O95864,444,94.8422297297297,ENST00000278840.9,ENSG00000134824.14,FADS2
O95297,269,76.66553903345725,ENST00000359523.7,ENSG00000197965.12,MPZL1
Q03936,586,71.43527303754267,ENST00000328747.12,ENSG00000146757.14,ZNF92
Q8N6C8,439,86.99703872437358,na,na,na
P33240,577,59.62230502599655,ENST00000372972.7,ENSG00000101811.14,CSTF2
P28069,291,67.77608247422687,ENST00000350375.7,ENSG00000064835.12,POU1F1
Q9NWM0,555,87.10407207207206,ENST00000305958.9,ENSG00000088826.18,SMOX
O60749,519,75.3946435452794,ENST00000379516.7,ENSG00000205302.7,SNX2
P28066,241,93.74149377593356,ENST00000271308.9,ENSG00000143106.13,PSMA5
P22674,350,79.01599999999999,ENST00000282572.5,ENSG00000152669.9,CCNO
Q8TB05,177,63.45118644067795,ENST00000283474.12,ENSG00000153443.13,UBALD1
Q8WUG5,538,72.99446096654276,na,na,na
Q495Y8,402,59.82343283582088,ENST00000691607.1,ENSG00000205238.11,SPDYE2
Q9P2T0,379,59.80786279683378,ENST00000342640.9,ENSG00000105549.11,THEG
Q8NDH3,523,94.38711281070746,ENST00000356091.11,ENSG00000215440.12,NPEPL1
P10619,480,94.44033333333346,ENST00000646241.3,ENSG00000064601.21,CTSA
Q96K37,410,74.19231707317066,ENST00000595753.6,ENSG00000127526.15,SLC35E1
Q9H9S0,305,57.64459016393446,ENST00000229307.9,ENSG00000111704.11,NANOG
Q9NZN3,535,88.33644859813094,ENST00000322054.10,ENSG00000013016.16,EHD3
Q6PKH6,230,85.98013043478251,ENST00000335125.11,ENSG00000187630.18,DHRS4L2
Q93015,286,74.34716783216784,ENST00000443094.3,ENSG00000243477.6,NAA80
O15533,448,87.41113839285718,ENST00000434618.7,ENSG00000231925.13,TAPBP
Q3ZCQ8,353,79.7115580736544,ENST00000607714.6,ENSG00000105197.11,TIMM50
Q3B8N2,356,84.47075842696627,ENST00000423676.8,ENSG00000170298.16,LGALS9B
Q9NUL3,570,69.52301754385971,ENST00000524300.6,ENSG00000040341.18,STAU2
A6NJB7,356,52.55713483146073,ENST00000341747.8,ENSG00000188368.11,PRR19
Q96PG8,261,48.12781609195404,ENST00000449228.5,ENSG00000105327.18,BBC3
Q7Z6A9,289,68.33667820069203,ENST00000334529.10,ENSG00000186265.10,BTLA
P36873,323,92.82671826625383,ENST00000335007.10,ENSG00000186298.12,PPP1CC
Q99871,368,76.72179347826085,ENST00000370211.10,ENSG00000213397.12,HAUS7
Q5JVF3,399,95.81220551378458,ENST00000337344.9,ENSG00000126226.22,PCID2
P58872,404,79.98235148514848,ENST00000269051.9,ENSG00000141314.13,RHBDL3
P54727,409,66.98107579462102,ENST00000358015.8,ENSG00000119318.13,RAD23B
Q92874,299,89.43224080267561,ENST00000320700.10,ENSG00000167968.13,DNASE1L2
Q8NEF3,446,81.3973094170404,ENST00000512261.5,ENSG00000164221.13,CCDC112
Q8WTT0,213,91.83460093896716,ENST00000360345.8,ENSG00000198178.11,CLEC4C
Q9H3Z4,198,73.11621212121217,ENST00000360864.9,ENSG00000101152.11,DNAJC5
Q5DX21,431,73.6877030162413,ENST00000393775.7,ENSG00000144847.13,IGSF11
P16671,472,93.9618644067796,ENST00000447544.7,ENSG00000135218.19,CD36
Q9UHI7,598,82.005602006689,ENST00000348729.8,ENSG00000170482.17,SLC23A1
Q99732,161,71.0588819875776,ENST00000622633.5,ENSG00000189067.14,LITAF
P51522,516,75.49941860465117,ENST00000597597.1,ENSG00000167766.20,ZNF83
P20138,364,77.93472527472527,ENST00000262262.5,ENSG00000105383.15,CD33
Q6P087,351,83.71259259259263,na,na,na
Q8IZD0,417,59.86846522781773,ENST00000330175.9,ENSG00000167100.15,SAMD14
Q9ULV4,474,90.78829113924044,ENST00000261401.8,ENSG00000110880.11,CORO1C
O75529,589,75.628896434635,ENST00000258281.6,ENSG00000135801.10,TAF5L
P11308,479,59.30269311064717,ENST00000288319.12,ENSG00000157554.20,ERG
Q9UNE2,315,68.18511111111111,ENST00000331302.12,ENSG00000181031.16,RPH3AL
Q96MP8,289,80.85564013840838,ENST00000639828.2,ENSG00000243335.10,KCTD7
Q9GZU3,492,73.23794715447157,ENST00000336294.10,ENSG00000121775.18,TMEM39B
O75829,334,69.69263473053884,ENST00000377962.8,ENSG00000136110.13,CNMD
P49326,533,94.96939962476549,ENST00000254090.9,ENSG00000131781.13,FMO5
Q8NBI5,491,81.95751527494905,ENST00000395124.6,ENSG00000134802.18,SLC43A3
P09496,248,70.26366935483868,ENST00000242285.10,ENSG00000122705.17,CLTA
P56937,341,90.32574780058656,ENST00000254521.8,ENSG00000132196.16,HSD17B7
Q9Y243,479,81.78885177453026,ENST00000673466.1,ENSG00000117020.19,AKT3
Q5T5A4,169,72.71349112426032,ENST00000369948.8,ENSG00000179902.13,C1orf194
Q9BSD3,238,64.4572268907563,na,na,na
Q9BYV1,514,91.10356031128408,ENST00000231420.11,ENSG00000113492.14,AGXT2
Q9Y2V0,281,93.08053380782918,ENST00000566621.6,ENSG00000186073.14,CDIN1
Q92481,460,66.26150000000001,ENST00000393655.4,ENSG00000008196.13,TFAP2B
Q8IXQ8,264,64.10079545454548,ENST00000424898.3,ENSG00000155714.14,PDZD9
Q8NBN7,331,90.04305135951667,ENST00000415061.8,ENSG00000160439.16,RDH13
Q6P4D5,195,62.17651282051283,ENST00000370784.8,ENSG00000156500.16,PABIR3
P54315,467,94.4353961456103,ENST00000358834.9,ENSG00000187021.15,PNLIPRP1
P09110,424,93.97912735849056,ENST00000333167.13,ENSG00000060971.19,ACAA1
Q9BRT8,395,75.89091139240504,na,na,na
P40225,353,61.15246458923512,ENST00000647395.1,ENSG00000090534.20,THPO
Q16560,246,75.78040650406504,ENST00000526639.3,ENSG00000184209.15,SNRNP35
Q7Z309,247,59.25967611336036,ENST00000370790.5,ENSG00000156504.17,PABIR2
P41440,591,72.48341793570216,ENST00000311124.9,ENSG00000173638.19,SLC19A1
Q9NRN7,309,90.11724919093857,ENST00000278618.9,ENSG00000149313.11,AASDHPPT
O75971,98,76.57938775510203,ENST00000316634.6,ENSG00000174446.13,SNAPC5
Q5JUW0,171,49.25210526315791,ENST00000344302.9,ENSG00000147121.16,KRBOX4
Q14593,569,70.00789103690677,ENST00000476120.2,ENSG00000198039.12,ZNF273
Q96AD5,504,72.20603174603174,ENST00000336615.9,ENSG00000177666.17,PNPLA2
Q9Y3A3,225,90.77035555555562,ENST00000323303.9,ENSG00000115540.15,MOB4
Q96B23,404,54.44440594059407,ENST00000615052.5,ENSG00000152242.11,C18orf25
Q6UWP7,414,89.36504830917876,ENST00000309052.8,ENSG00000172954.14,LCLAT1
Q92187,359,86.63824512534825,ENST00000231461.10,ENSG00000113532.13,ST8SIA4
Q96AZ6,181,94.94668508287296,ENST00000306072.10,ENSG00000172183.16,ISG20
Q13454,348,84.44603448275859,ENST00000503731.6,ENSG00000104723.21,TUSC3
O43731,214,91.4597663551402,ENST00000216014.9,ENSG00000100196.11,KDELR3
Q5T9G4,340,86.06011764705882,ENST00000373866.4,ENSG00000157343.9,ARMC12
P55854,103,80.68058252427187,ENST00000332859.11,ENSG00000184900.16,SUMO3
A0PJK1,596,87.8504865771812,ENST00000395645.4,ENSG00000154025.16,SLC5A10
Q7Z628,596,69.81302013422813,ENST00000355029.9,ENSG00000173848.19,NET1
Q6H9L7,571,56.10474605954465,ENST00000342219.9,ENSG00000100593.18,ISM2
P40937,340,90.47279411764714,ENST00000454402.7,ENSG00000111445.14,RFC5
Q8IVW1,177,52.4714124293785,ENST00000450673.4,ENSG00000228696.10,ARL17B
Q13519,176,63.34238636363634,ENST00000301908.8,ENSG00000168081.9,PNOC
Q96MG8,357,84.08557422969183,ENST00000522514.6,ENSG00000168300.14,PCMTD1
P36544,502,78.22729083665328,ENST00000306901.9,ENSG00000175344.19,CHRNA7
Q86YL5,185,60.0838918918919,ENST00000324079.11,ENSG00000180190.13,TDRP
Q9BXU9,261,55.003026819923335,ENST00000395275.7,ENSG00000183166.11,CALN1
O00453,97,70.81525773195878,ENST00000438075.7,ENSG00000204482.11,LST1
O75251,213,81.90258215962436,ENST00000233627.14,ENSG00000115286.21,NDUFS7
Q2TBF2,565,78.46541592920353,ENST00000547525.6,ENSG00000075035.10,WSCD2
O75865,159,90.47566037735848,ENST00000585934.1,ENSG00000007255.10,TRAPPC6A
Q8IV77,575,83.56902608695655,ENST00000379936.3,ENSG00000132259.13,CNGA4
Q86X76,327,88.39844036697248,ENST00000368009.7,ENSG00000158793.14,NIT1
Q92843,193,81.5447150259067,ENST00000250405.10,ENSG00000129473.11,BCL2L2
Q9UC07,566,67.42219081272076,ENST00000429654.7,ENSG00000198429.10,ZNF69
Q99946,306,53.55192810457521,ENST00000211413.10,ENSG00000204314.12,PRRT1
C9JJ37,291,91.75371134020622,na,na,na
Q96LT4,415,78.84031325301201,ENST00000542569.6,ENSG00000156671.15,SAMD8
P25445,335,78.10856716417902,na,na,na
Q9NS73,344,68.57831395348836,ENST00000416007.9,ENSG00000151332.20,MBIP
O43541,496,70.56774193548384,ENST00000288840.10,ENSG00000137834.15,SMAD6
Q9H6X2,564,71.88457446808508,ENST00000303714.9,ENSG00000169604.21,ANTXR1
Q8NHP7,514,64.72036964980542,ENST00000314992.9,ENSG00000178997.12,EXD1
Q9NVX7,518,79.46550193050197,ENST00000395288.6,ENSG00000123444.14,KBTBD4
P61224,184,92.1215760869565,ENST00000250559.14,ENSG00000127314.18,RAP1B
Q9Y3B1,194,82.46943298969072,ENST00000355937.9,ENSG00000101166.16,PRELID3B
O00165,279,59.688064516129,ENST00000328703.12,ENSG00000143575.15,HAX1
P04798,512,95.49761718750013,ENST00000379727.8,ENSG00000140465.15,CYP1A1
O43708,216,97.2880092592592,na,na,na
Q9NTX5,307,90.81990228013036,ENST00000531967.5,ENSG00000093144.19,ECHDC1
K7EJ46,83,76.25867469879516,ENST00000589721.5,ENSG00000267795.6,SMIM22
O43570,354,87.65491525423725,ENST00000178638.8,ENSG00000074410.14,CA12
Q96BR6,464,64.55269396551724,ENST00000343381.10,ENSG00000188295.15,ZNF669
O43566,566,66.58837455830393,ENST00000408923.8,ENSG00000169220.18,RGS14
Q9Y394,339,94.41268436578164,ENST00000557185.6,ENSG00000100612.14,DHRS7
Q96BU1,408,53.721176470588254,ENST00000373475.10,ENSG00000116497.18,S100PBP
P56211,112,68.21616071428569,ENST00000249822.9,ENSG00000128989.11,ARPP19
Q8TDX5,336,97.69404761904764,ENST00000356140.10,ENSG00000153086.14,ACMSD
Q2I0M5,234,78.79132478632481,ENST00000217260.9,ENSG00000101282.9,RSPO4
P50990,548,87.76395985401469,ENST00000286788.9,ENSG00000156261.13,CCT8
Q8N819,430,87.34627906976749,ENST00000451287.7,ENSG00000213889.11,PPM1N
P52209,483,96.774182194617,ENST00000270776.13,ENSG00000142657.21,PGD
Q13336,389,92.89496143958866,ENST00000321925.9,ENSG00000141469.18,SLC14A1
O43581,403,79.17086848635235,ENST00000263846.8,ENSG00000011347.10,SYT7
P56856,261,73.50781609195404,ENST00000183605.10,ENSG00000066405.13,CLDN18
H3BTG2,121,67.59801652892561,ENST00000566855.4,ENSG00000227868.7,TEX46
Q12805,493,76.08328600405682,ENST00000355426.8,ENSG00000115380.20,EFEMP1
O43502,376,84.5920478723403,ENST00000337432.9,ENSG00000108384.15,RAD51C
O15504,423,55.69392434988184,ENST00000258742.10,ENSG00000136243.18,NUP42
P20340,208,85.40528846153855,ENST00000336083.8,ENSG00000175582.20,RAB6A
Q9GZX9,223,80.51461883408072,ENST00000262120.10,ENSG00000128791.12,TWSG1
Q8NBI2,242,92.6895454545455,ENST00000294072.9,ENSG00000162144.10,CYB561A3
P41214,584,76.28405821917809,ENST00000271764.7,ENSG00000143486.16,EIF2D
P06133,528,94.3673106060606,ENST00000305107.7,ENSG00000156096.14,UGT2B4
O95670,118,93.6913559322034,ENST00000303892.10,ENSG00000213760.11,ATP6V1G2
P49810,448,71.75866071428571,ENST00000366783.8,ENSG00000143801.18,PSEN2
Q86WD7,417,86.20187050359712,ENST00000674397.2,ENSG00000170054.16,SERPINA9
Q6ZUS5,278,87.73956834532373,ENST00000324364.4,ENSG00000176714.10,CCDC121
P52429,567,85.68414462081134,ENST00000284061.8,ENSG00000153933.10,DGKE
Q9NUG4,571,58.2072854640981,ENST00000452892.3,ENSG00000101331.17,CCM2L
Q9Y2D2,325,87.98421538461535,ENST00000533028.8,ENSG00000117620.15,SLC35A3
Q9BV20,369,94.77859078590792,ENST00000040663.8,ENSG00000037757.14,MRI1
Q6EIG7,209,90.9864114832536,ENST00000382073.4,ENSG00000205846.4,CLEC6A
Q96F24,287,72.29296167247391,ENST00000277746.11,ENSG00000148572.16,NRBF2
Q9UBB5,411,66.56338199513378,ENST00000256429.8,ENSG00000134046.12,MBD2
Q96P11,429,91.45766899766896,ENST00000252594.10,ENSG00000130305.17,NSUN5
O43237,492,62.06770325203247,ENST00000258198.7,ENSG00000135720.13,DYNC1LI2
Q9NYK5,338,84.09541420118337,ENST00000352957.9,ENSG00000154719.14,MRPL39
Q9Y259,395,85.02534177215195,ENST00000406938.3,ENSG00000100288.20,CHKB
Q9UL45,172,82.25593023255817,ENST00000220531.9,ENSG00000104164.12,BLOC1S6
Q8TCZ2,262,55.97958015267175,ENST00000370377.8,ENSG00000102181.21,CD99L2
P38571,399,91.57631578947372,ENST00000336233.10,ENSG00000107798.18,LIPA
Q86WQ0,139,96.55956834532374,ENST00000331552.12,ENSG00000184162.15,NR2C2AP
Q5TCH4,519,89.93913294797689,ENST00000371891.8,ENSG00000162365.13,CYP4A22
Q9HC62,589,61.43106960950767,ENST00000296257.10,ENSG00000163904.13,SENP2
Q9BXI6,508,75.86690944881892,ENST00000215790.12,ENSG00000099992.16,TBC1D10A
Q15653,356,76.6117415730337,ENST00000313582.6,ENSG00000104825.17,NFKBIB
Q8N4S7,273,95.0884981684982,ENST00000318782.9,ENSG00000162073.14,PAQR4
Q8N9V3,476,88.98212184873955,ENST00000359774.9,ENSG00000196151.11,WDSUB1
O60609,400,78.81539999999997,ENST00000274721.8,ENSG00000146013.11,GFRA3
Q9H1X1,276,91.53445652173914,ENST00000372163.5,ENSG00000172426.16,RSPH9
Q02962,417,60.61978417266187,ENST00000428433.5,ENSG00000075891.23,PAX2
Q68D86,513,75.95785575048735,ENST00000360242.9,ENSG00000150636.17,CCDC102B
Q8N5J2,469,72.53803837953089,ENST00000683666.2,ENSG00000143409.17,MINDY1
Q9Y5K2,254,89.91692913385829,na,na,na
Q07817,233,72.7582832618025,ENST00000307677.5,ENSG00000171552.14,BCL2L1
Q6PID8,442,85.51135746606337,ENST00000335420.10,ENSG00000128607.14,KLHDC10
O00409,490,57.59569387755096,ENST00000345097.8,ENSG00000053254.16,FOXN3
P01880,384,72.87348958333334,na,na,na
Q9NQY0,253,93.06193675889328,ENST00000276416.11,ENSG00000147439.14,BIN3
Q9Y274,331,91.5753474320242,ENST00000483910.6,ENSG00000064225.13,ST3GAL6
Q86V88,176,93.64119318181824,ENST00000288087.12,ENSG00000213920.9,MDP1
Q9H6Y5,334,61.164401197604825,ENST00000595224.5,ENSG00000269313.5,MAGIX
O75884,186,96.65989247311826,ENST00000337227.9,ENSG00000089050.16,RBBP9
Q49A92,538,55.61046468401487,ENST00000518698.6,ENSG00000165084.16,C8orf34
P26373,211,95.3820853080569,ENST00000311528.10,ENSG00000167526.14,RPL13
P26641,437,86.23427917620135,ENST00000329251.5,ENSG00000254772.10,EEF1G
Q6ZNE9,571,67.79626970227662,na,na,na
Q9NPH3,570,86.09519298245613,ENST00000447382.6,ENSG00000196083.10,IL1RAP
Q9BSM1,259,82.03212355212361,ENST00000233630.11,ENSG00000115289.14,PCGF1
Q86YT9,394,73.37060913705594,ENST00000356289.10,ENSG00000160593.19,JAML
Q5T319,152,48.245065789473685,na,na,na
Q9Y3Q3,217,87.5329953917051,ENST00000299705.10,ENSG00000166557.14,TMED3
Q13501,440,67.09484090909086,ENST00000389805.9,ENSG00000161011.20,SQSTM1
Q9NZ81,148,65.97500000000001,ENST00000429243.7,ENSG00000205352.11,PRR13
Q53H76,456,89.72625000000006,ENST00000273371.9,ENSG00000144837.9,PLA1A
Q5VZ03,156,91.92788461538464,ENST00000375854.8,ENSG00000130045.17,NXNL2
Q4G148,440,83.5802272727273,ENST00000398675.8,ENSG00000151233.11,GXYLT1
Q92989,425,93.79190588235292,ENST00000533682.2,ENSG00000172409.7,CLP1
Q9BZJ4,359,72.84050139275763,ENST00000377095.10,ENSG00000013306.16,SLC25A39
P52788,366,94.92352459016394,ENST00000404933.7,ENSG00000102172.16,SMS
Q8WWN9,437,63.57576659038894,ENST00000265198.8,ENSG00000074706.14,IPCEF1
Q9NWU1,459,93.85448801742928,ENST00000280701.8,ENSG00000151093.8,OXSM
Q96PS8,301,91.13295681063128,ENST00000324978.8,ENSG00000143595.13,AQP10
Q92925,531,76.01992467043314,ENST00000448276.7,ENSG00000108604.17,SMARCD2
Q9BXY5,557,66.88761220825856,na,na,na
Q9H0W8,520,70.45801923076918,ENST00000270066.11,ENSG00000105771.14,SMG9
Q9H2S9,585,48.946512820512815,ENST00000547167.6,ENSG00000123411.15,IKZF4
Q03989,594,54.732188552188525,ENST00000357485.8,ENSG00000196843.17,ARID5A
Q9HB29,575,76.78683478260866,ENST00000264257.7,ENSG00000115598.10,IL1RL2
Q6FIF0,208,71.1908173076923,ENST00000261749.11,ENSG00000086666.19,ZFAND6
Q9BX67,310,85.2001290322581,ENST00000299106.9,ENSG00000166086.13,JAM3
Q6UXL0,311,83.97135048231509,ENST00000329582.9,ENSG00000174564.13,IL20RB
Q00532,358,82.0172346368715,na,na,na
Q15493,299,97.90494983277586,ENST00000397180.6,ENSG00000130988.13,RGN
Q495N2,470,84.70259574468082,ENST00000335230.8,ENSG00000186334.10,SLC36A3
O14966,203,88.38970443349756,ENST00000367139.8,ENSG00000117280.13,RAB29
Q8NC51,408,54.42017156862746,ENST00000370995.6,ENSG00000142864.15,SERBP1
Q9BXR0,403,93.72856079404478,ENST00000250237.10,ENSG00000213339.9,QTRT1
P06730,217,91.07442396313368,ENST00000450253.7,ENSG00000151247.13,EIF4E
Q9NXN4,497,82.79265593561374,ENST00000369443.10,ENSG00000196505.11,GDAP2
Q6ZMM2,481,83.67392931392925,na,na,na
Q9UHC7,482,65.45989626556019,ENST00000255977.7,ENSG00000133606.11,MKRN1
Q86VW1,577,84.87925476603117,ENST00000368919.8,ENSG00000004809.14,SLC22A16
P43364,429,63.2920745920746,ENST00000355220.6,ENSG00000185247.15,MAGEA11
Q8N7U9,141,41.35851063829787,na,na,na
Q9BY79,579,71.15196891191708,ENST00000619721.6,ENSG00000235718.9,MFRP
Q5TBC7,163,85.66582822085887,ENST00000393316.8,ENSG00000188761.13,BCL2L15
P78382,337,87.90252225519292,ENST00000369552.9,ENSG00000164414.19,SLC35A1
Q15796,467,77.33573875803002,ENST00000262160.11,ENSG00000175387.16,SMAD2
Q9BSY4,110,67.28272727272729,ENST00000324913.10,ENSG00000125611.16,CHCHD5
Q96JA3,519,74.03562620423892,ENST00000449726.6,ENSG00000106086.20,PLEKHA8
Q7Z4U5,140,56.32357142857143,na,na,na
Q9BRF8,314,95.807229299363,ENST00000381774.9,ENSG00000103381.12,CPPED1
Q9BQ51,273,86.34538461538466,ENST00000397747.5,ENSG00000197646.8,PDCD1LG2
P30307,473,63.07228329809723,ENST00000323760.11,ENSG00000158402.21,CDC25C
Q8WV60,388,82.51182989690719,ENST00000380639.10,ENSG00000049883.15,PTCD2
Q9Y5U2,329,60.22617021276592,ENST00000333256.11,ENSG00000184281.15,TSSC4
Q08722,323,86.39900928792575,ENST00000361309.6,ENSG00000196776.17,CD47
P16410,223,80.39300448430497,ENST00000648405.2,ENSG00000163599.17,CTLA4
O75935,186,89.53413978494623,ENST00000259632.12,ENSG00000137100.16,DCTN3
Q14094,377,72.02543766578243,ENST00000237654.9,ENSG00000118816.11,CCNI
Q8WU08,396,87.06479797979796,ENST00000397936.8,ENSG00000169302.16,STK32A
Q9UK41,221,91.62895927601812,ENST00000292510.6,ENSG00000160948.14,VPS28
Q9BTM1,129,91.10728682170544,ENST00000544848.3,ENSG00000246705.5,H2AJ
O75461,281,70.96501779359438,ENST00000381525.8,ENSG00000169016.17,E2F6
Q86T03,277,69.40346570397112,ENST00000250489.9,ENSG00000165782.11,PIP4P1
O60427,444,94.69630630630633,na,na,na
Q6UY27,113,85.57787610619467,ENST00000358524.8,ENSG00000196844.9,PATE2
O95471,211,82.39445497630328,ENST00000360325.11,ENSG00000181885.18,CLDN7
Q9GZW8,240,74.63112499999995,ENST00000300184.8,ENSG00000166927.13,MS4A7
Q9Y2B0,182,85.0115934065934,ENST00000273308.9,ENSG00000257727.6,CNPY2
Q9BZX2,261,86.0853639846743,ENST00000367879.9,ENSG00000143179.16,UCK2
Q9UBU3,117,63.82675213675213,ENST00000335542.13,ENSG00000157017.16,GHRL
P18507,467,78.16865096359736,ENST00000639111.2,ENSG00000113327.17,GABRG2
Q9H503,90,95.98877777777776,ENST00000246090.6,ENSG00000125888.15,BANF2
P61296,217,66.14594470046084,ENST00000359562.4,ENSG00000164107.9,HAND2
Q13561,401,76.14468827930172,ENST00000548249.6,ENSG00000175203.17,DCTN2
P19883,344,88.11712209302328,ENST00000256759.8,ENSG00000134363.12,FST
P04062,536,93.33296641791036,ENST00000368373.8,ENSG00000177628.16,GBA
Q92785,391,68.3715345268542,ENST00000528416.6,ENSG00000133884.10,DPF2
