reference,length,plddt,class,helix,sheet,loop,surface charge,radius of gyration
P53609,377,94.35148541,high,0.530503979,0,0.469496021,-1,22.19622109
Q96F85,164,94.3422561,high,0.030487805,0.542682927,0.426829268,2,16.27907295
P60604,165,94.34127273,high,0.351515152,0.139393939,0.509090909,-10,16.45564286
Q9NPJ8,142,94.33901408,high,0.323943662,0.415492958,0.26056338,-2,15.96333851
P41247,253,94.33841897,high,0.4743083,0.166007905,0.359683794,8,17.35223827
Q5VT79,327,94.33287462,high,0.709480122,0,0.290519878,-5,21.47326204
P24855,282,94.33187943,high,0.336879433,0.19858156,0.464539007,-8,19.61047075
P25774,331,94.33151057,high,0.317220544,0.114803625,0.567975831,11,23.01165745
Q9BPW9,319,94.32015674,high,0.589341693,0.115987461,0.294670846,7,22.05860206
Q6UX40,140,94.31985714,high,0.814285714,0,0.185714286,-4.44E-16,17.38776543
O75911,302,94.31774834,high,0.549668874,0.129139073,0.321192053,8,20.74634131
Q96HA8,205,94.30995122,high,0.268292683,0.180487805,0.551219512,-6,17.32584705
Q9BTM9,101,94.29940594,high,0.237623762,0.247524752,0.514851485,-8,12.96079662
Q16831,310,94.28958065,high,0.35483871,0.2,0.44516129,4,20.37844809
Q9BXS5,423,94.28926714,high,0.193853428,0.394799054,0.411347518,-2.00E-15,26.03560047
Q96DC9,234,94.27324786,high,0.581196581,0.115384615,0.303418803,-9,18.24505194
P00505,430,94.26753488,high,0.462790698,0.109302326,0.427906977,9,27.40633969
O95620,317,94.25239748,high,0.492113565,0.113564669,0.394321767,3,19.7734144
P36404,184,94.24923913,high,0.407608696,0.233695652,0.358695652,-1,16.2115511
Q7L266,308,94.24785714,high,0.363636364,0.246753247,0.38961039,-1.78E-15,17.99202514
P68036,154,94.23675325,high,0.344155844,0.103896104,0.551948052,3,16.17019358
P61599,178,94.23640449,high,0.342696629,0.264044944,0.393258427,-7,16.17182967
P23368,584,94.23607877,high,0.479452055,0.087328767,0.433219178,9,26.73440631
Q9BY49,303,94.2130033,high,0.485148515,0.132013201,0.382838284,7,19.50890697
O15269,473,94.20579281,high,0.475687104,0.124735729,0.399577167,-4,30.46511909
P20813,491,94.20252546,high,0.580448065,0.071283096,0.348268839,10,24.12780278
Q9NRZ5,378,94.18391534,high,0.611111111,0.121693122,0.267195767,14,21.84322572
Q9P0J0,144,94.17270833,high,0.590277778,0,0.409722222,1,43.38964425
Q16774,197,94.17208122,high,0.472081218,0.177664975,0.350253807,-2,16.49413955
Q5MY95,495,94.17145455,high,0.464646465,0.216161616,0.319191919,-11,33.62625364
O60547,372,94.16521505,high,0.400537634,0.163978495,0.435483871,3,23.65648311
Q9UKU7,415,94.16144578,high,0.534939759,0.101204819,0.363855422,5,25.37961601
O75347,108,94.15805556,high,0.87037037,0,0.12962963,-3,19.75501759
Q96IY4,423,94.15148936,high,0.397163121,0.1678487,0.43498818,8,23.01670643
P49366,369,94.14593496,high,0.528455285,0.092140921,0.379403794,-9,25.23572877
P0C024,238,94.14256303,high,0.302521008,0.331932773,0.365546218,-1,17.57906592
Q9NX04,203,94.13990148,high,0.852216749,0,0.147783251,-6,24.73418387
P04899,355,94.13667606,high,0.594366197,0.118309859,0.287323944,-9,24.89495684
P02741,224,94.1365625,high,0.040178571,0.352678571,0.607142857,-3,18.79177951
P00387,301,94.12687708,high,0.282392027,0.299003322,0.418604651,1,23.53054356
Q6ZS86,529,94.1157845,high,0.41020794,0.185255198,0.404536862,7,24.32891647
Q12765,414,94.10021739,high,0.287439614,0.229468599,0.483091787,-26,20.78681855
Q99735,147,94.09469388,high,0.884353741,0,0.115646259,7,19.8708012
Q99538,433,94.09420323,high,0.41108545,0.099307159,0.48960739,-6,25.0178715
P68402,229,94.06908297,high,0.445414847,0.104803493,0.449781659,-6,17.78764678
Q9Y303,409,94.0595599,high,0.28606357,0.180929095,0.533007335,-3,21.60481089
Q9Y221,180,94.04027778,high,0.4,0.283333333,0.316666667,4,17.34097058
P13584,511,94.03802348,high,0.598825832,0.093933464,0.307240705,10,24.94215685
Q5JUR7,227,94.03400881,high,0.378854626,0.242290749,0.378854626,6,16.79302153
P09914,478,94.03269874,high,0.79916318,0,0.20083682,-1.89E-15,27.69718057
Q9NP97,96,94.03041667,high,0.385416667,0.28125,0.333333333,-2.00E-15,14.04097766
P04181,439,94.01428246,high,0.375854214,0.138952164,0.485193622,1,25.95498196
Q9BY08,206,94.0084466,high,0.834951456,0,0.165048544,3,19.82445155
Q63HM1,303,94.00089109,high,0.465346535,0.125412541,0.409240924,-5,18.66559562
Q8N6V4,93,93.98978495,high,0.301075269,0.268817204,0.430107527,-6,12.80404576
Q9UBM1,199,93.98452261,high,0.824120603,0,0.175879397,4,19.12846769
P09110,424,93.97912736,high,0.384433962,0.200471698,0.41509434,12,23.2505003
P13804,333,93.97309309,high,0.363363363,0.234234234,0.402402402,5,22.85455828
Q96K12,515,93.97,high,0.574757282,0.093203883,0.332038835,21,28.13934584
Q12794,435,93.96756322,high,0.425287356,0.131034483,0.443678161,-1,23.16645264
P16671,472,93.96186441,high,0.349576271,0.216101695,0.434322034,7,29.60930786
Q9NVV5,238,93.95630252,high,0.823529412,0,0.176470588,2,20.5209374
Q9NRW4,184,93.94853261,high,0.527173913,0.135869565,0.336956522,3,15.91983464
O43776,548,93.94273723,high,0.366788321,0.222627737,0.410583942,-4,33.93291961
P09622,509,93.94145383,high,0.339882122,0.233791749,0.42632613,4,27.23399037
Q13404,147,93.94047619,high,0.231292517,0.156462585,0.612244898,2,16.24591735
Q6P6B7,361,93.93614958,high,0.534626039,0,0.465373961,2,28.30671174
Q9Y574,426,93.92974178,high,0.546948357,0.018779343,0.4342723,4,30.54680643
P61326,146,93.92808219,high,0.335616438,0.335616438,0.328767123,-4,15.73048151
P33260,490,93.91555102,high,0.583673469,0.071428571,0.344897959,3,23.97030407
P63000,192,93.91072917,high,0.385416667,0.234375,0.380208333,6,17.48404211
P61160,394,93.89543147,high,0.454314721,0.185279188,0.360406091,-4.77E-15,22.59371765
P04818,313,93.89405751,high,0.335463259,0.17571885,0.488817891,2,22.1932857
Q9HAB8,311,93.89344051,high,0.414790997,0.173633441,0.411575563,-1,21.04783155
P56377,157,93.89280255,high,0.503184713,0.197452229,0.299363057,-4,18.32951533
O14775,395,93.88359494,high,0.106329114,0.455696203,0.437974684,-5,27.49935561
Q9NXJ5,209,93.88358852,high,0.392344498,0.210526316,0.397129187,-5,16.96398695
P37058,310,93.87225806,high,0.574193548,0.096774194,0.329032258,7,21.07248878
A6ND91,283,93.86671378,high,0.395759717,0.247349823,0.356890459,1,19.24243973
O14818,248,93.85600806,high,0.451612903,0.22983871,0.318548387,3,19.78781622
Q9NWU1,459,93.85448802,high,0.418300654,0.145969499,0.435729847,5,26.74538925
Q9NZL9,334,93.8544012,high,0.392215569,0.173652695,0.434131737,-1.22E-15,22.21199999
P62273,56,93.85125,high,0.321428571,0,0.678571429,9,16.20997125
P23219,599,93.83554257,high,0.467445743,0.03672788,0.495826377,4,27.88719545
Q16401,504,93.82204365,high,0.827380952,0,0.172619048,-15,30.13769936
Q9GZN1,396,93.81694444,high,0.416666667,0.174242424,0.409090909,-15,22.65543322
P46926,289,93.81550173,high,0.467128028,0.14532872,0.387543253,-2.89E-15,20.29698157
Q92989,425,93.79190588,high,0.270588235,0.287058824,0.442352941,-2,23.4366919
P63104,245,93.77885714,high,0.869387755,0,0.130612245,-14,20.17339587
P52298,156,93.77711538,high,0.326923077,0.166666667,0.506410256,2,16.91324799
Q9UI42,421,93.76881235,high,0.39192399,0.163895487,0.444180523,7,21.93654899
P63096,354,93.76596045,high,0.584745763,0.118644068,0.296610169,-3,24.92052735
Q8NDY3,354,93.76384181,high,0.683615819,0,0.316384181,-8,19.11224192
Q9BTY2,467,93.75421842,high,0.314775161,0.145610278,0.539614561,-2,27.12066342
Q9H2F3,369,93.75189702,high,0.45799458,0.159891599,0.382113821,3,21.08233358
P50395,445,93.75096629,high,0.391011236,0.233707865,0.375280899,-4.00E-15,22.72108277
P28066,241,93.74149378,high,0.385892116,0.22406639,0.390041494,-13,19.05172228
P32754,393,93.74145038,high,0.272264631,0.312977099,0.41475827,-5.11E-15,21.08505756
O60701,494,93.73647773,high,0.457489879,0.139676113,0.402834008,2,26.01945247
Q9NWW6,199,93.72874372,high,0.487437186,0.135678392,0.376884422,-9,18.13346766
Q9BXR0,403,93.72856079,high,0.454094293,0.166253102,0.379652605,3,21.51687719
Q9BRQ4,267,93.70400749,high,0.277153558,0.254681648,0.468164794,-3.11E-15,19.33141496
P18754,421,93.70163895,high,0.035629454,0.296912114,0.667458432,2,23.55172714
O95670,118,93.69135593,high,0.872881356,0,0.127118644,8,49.80647863
P0DJI9,122,93.67344262,high,0.827868852,0,0.172131148,5,19.29957367
Q9NPA8,101,93.67277228,high,0.861386139,0,0.138613861,5,18.41823797
Q15800,293,93.6603413,high,0.76109215,0,0.23890785,4,21.82560215
Q13257,205,93.64834146,high,0.336585366,0.268292683,0.395121951,-5,18.16073453
Q86V88,176,93.64119318,high,0.369318182,0.164772727,0.465909091,-1,19.03240521
A2RU49,373,93.62785523,high,0.538873995,0.139410188,0.321715818,-1,20.80029003
P05166,539,93.6257885,high,0.445269017,0.146567718,0.408163265,1,30.83215371
Q8NCC3,412,93.62152913,high,0.373786408,0.172330097,0.453883495,-3,25.57593969
Q6N063,350,93.60622857,high,0.348571429,0.202857143,0.448571429,-10,20.99769982
P48728,403,93.60580645,high,0.270471464,0.307692308,0.421836228,10,24.49586471
P06865,529,93.59727788,high,0.381852552,0.149338374,0.468809074,-9,25.79438365
P35557,465,93.59716129,high,0.494623656,0.180645161,0.324731183,-13,23.77865373
Q8WU67,409,93.5893154,high,0.513447433,0.129584352,0.356968215,-1,25.75135628
Q9BRJ7,211,93.57800948,high,0.355450237,0.218009479,0.426540284,4,18.12393603
Q99685,303,93.57244224,high,0.415841584,0.151815182,0.432343234,-3.22E-15,19.25344502
P60953,191,93.57136126,high,0.387434555,0.235602094,0.376963351,-1.78E-15,17.47523154
P25789,261,93.56386973,high,0.440613027,0.233716475,0.325670498,1,21.30621143
Q99720,223,93.55632287,high,0.448430493,0.286995516,0.264573991,-5,19.96215955
Q8NDN9,531,93.54649718,high,0.276836158,0.220338983,0.502824859,-7,32.60294964
P47755,286,93.54594406,high,0.405594406,0.293706294,0.300699301,-7,25.84048235
P40926,338,93.54112426,high,0.443786982,0.139053254,0.417159763,9,22.77850562
Q9H1Y0,275,93.53876364,high,0.4,0.138181818,0.461818182,-8,19.93753596
Q6DHV7,355,93.52526761,high,0.549295775,0.107042254,0.343661972,-7,20.31069759
Q9GZM3,115,93.50913043,high,0.434782609,0.226086957,0.339130435,-1,18.35201587
Q9H0R6,528,93.50020833,high,0.450757576,0.113636364,0.435606061,-4,23.32356194
Q9BXD5,320,93.49075,high,0.503125,0.10625,0.390625,-4,19.39634953
O75600,419,93.48668258,high,0.455847255,0.121718377,0.422434368,9,25.43533186
Q9NYG5,84,93.48488095,high,0.119047619,0.107142857,0.773809524,2,18.83223385
P33763,92,93.48119565,high,0.663043478,0,0.336956522,-3,14.51194829
Q96LA8,375,93.46781333,high,0.349333333,0.285333333,0.365333333,-11,27.52801368
Q92482,292,93.46544521,high,0.719178082,0,0.280821918,-1.11E-15,23.73200282
Q9NVX2,485,93.45756701,high,0.092783505,0.416494845,0.490721649,3,24.2944968
Q92484,453,93.45443709,high,0.357615894,0.141280353,0.501103753,-1.89E-15,26.31215411
Q8WUW1,75,93.44613333,high,0.853333333,0,0.146666667,-2,31.87419919
Q9UIC8,334,93.4197006,high,0.52994012,0.146706587,0.323353293,-5,21.44203557
P49821,464,93.41793103,high,0.471982759,0.099137931,0.42887931,13,24.06838917
P17707,334,93.41113772,high,0.224550898,0.365269461,0.410179641,-2,19.49012388
Q9BTE6,412,93.41104369,high,0.38592233,0.310679612,0.303398058,-6,37.36976837
P26440,426,93.40650235,high,0.542253521,0.096244131,0.361502347,4,26.44030441
P34913,555,93.38331532,high,0.506306306,0.126126126,0.367567568,-2,28.23088346
Q9NUN7,267,93.38292135,high,0.707865169,0.041198502,0.25093633,9,20.29677806
Q9NVQ4,179,93.37402235,high,0.061452514,0.581005587,0.357541899,-5,20.63565596
Q3KQV9,507,93.36364892,high,0.398422091,0.165680473,0.435897436,-5,24.82409669
P20815,502,93.35563745,high,0.557768924,0.073705179,0.368525896,11,24.70788
Q6PH85,259,93.35324324,high,0.667953668,0,0.332046332,-4,24.28063847
P11310,421,93.35220903,high,0.522565321,0.111638955,0.365795724,7,23.5300453
Q9NXS3,571,93.34926445,high,0.336252189,0.259194396,0.404553415,-13,32.2381192
P34897,504,93.33583333,high,0.452380952,0.111111111,0.436507937,8,27.07079278
P04062,536,93.33296642,high,0.264925373,0.218283582,0.516791045,7,26.61575354
Q96IJ6,420,93.33107143,high,0.278571429,0.214285714,0.507142857,-2,22.53415507
P56559,192,93.3290625,high,0.375,0.21875,0.40625,7,16.5640209
O94889,574,93.3256446,high,0.329268293,0.236933798,0.433797909,-17,30.90310987
P05186,524,93.32194656,high,0.333969466,0.116412214,0.549618321,1,28.69841968
O76062,418,93.31301435,high,0.660287081,0.040669856,0.299043062,11,21.69836637
Q8IXK2,581,93.3110327,high,0.301204819,0.204819277,0.493975904,2,30.55379765
Q9UHB4,597,93.30331658,high,0.368509213,0.180904523,0.450586265,-6,26.53807089
P33947,212,93.29915094,high,0.79245283,0,0.20754717,6,17.42698248
Q5SRE7,291,93.25704467,high,0.271477663,0.195876289,0.532646048,-3,17.93591925
Q9UKL6,214,93.25584112,high,0.26635514,0.397196262,0.336448598,-1,17.08581005
Q8N4Q0,377,93.23636605,high,0.342175066,0.185676393,0.472148541,6,22.50171353
Q8NEP7,349,93.23143266,high,0.054441261,0.381088825,0.564469914,5,19.96829247
P10155,538,93.22513011,high,0.574349442,0.066914498,0.358736059,6,26.20822717
O75223,188,93.22148936,high,0.308510638,0.324468085,0.367021277,-6,15.9796999
P61962,342,93.21020468,high,0,0.505847953,0.494152047,-13,19.71233317
O15382,392,93.20892857,high,0.234693878,0.267857143,0.49744898,10,25.08799466
Q8WVB3,486,93.20703704,high,0.524691358,0.08436214,0.390946502,-11,27.52127801
Q8TBR7,257,93.20552529,high,0.844357977,0,0.155642023,13,20.47598623
Q9UGB7,285,93.19249123,high,0.529824561,0.024561404,0.445614035,-4,18.40817944
P55263,362,93.18533149,high,0.436464088,0.212707182,0.350828729,-2,20.85653745
Q9Y5B8,376,93.17521277,high,0.412234043,0.252659574,0.335106383,-4,21.94035248
Q8IYX1,336,93.16077381,high,0.723214286,0,0.276785714,-4,21.08258224
Q8IWW8,467,93.15640257,high,0.541755889,0.085653105,0.372591006,4,24.25558072
P20839,514,93.15610895,high,0.379377432,0.145914397,0.474708171,-2.00E-15,26.59582525
Q5VTY9,493,93.15081136,high,0.819472617,0.014198783,0.1663286,-2.44E-15,24.08466878
Q9P1U1,418,93.14789474,high,0.461722488,0.160287081,0.377990431,-4,24.13033775
P53677,418,93.14717703,high,0.19138756,0.366028708,0.442583732,-1,25.442144
Q2TAA2,248,93.14612903,high,0.495967742,0.096774194,0.407258065,-5,20.76229531
P67936,248,93.13891129,high,0.991935484,0,0.008064516,-25,104.4504485
P22304,550,93.12434545,high,0.283636364,0.169090909,0.547272727,-13,28.39486742
Q8TAI7,183,93.12262295,high,0.398907104,0.25136612,0.349726776,-2,16.54806595
P04179,222,93.11576577,high,0.545045045,0.108108108,0.346846847,3,22.67411958
Q7Z5P4,300,93.10846667,high,0.553333333,0.126666667,0.32,9,21.00541159
P14927,111,93.09495495,high,0.783783784,0,0.216216216,3,18.16146023
Q9NP91,592,93.08057432,high,0.777027027,0.021959459,0.201013514,1,26.67841065
Q9Y2V0,281,93.08053381,high,0.608540925,0.09252669,0.298932384,-3,22.70732396
P14868,501,93.0798004,high,0.335329341,0.229540918,0.435129741,1,30.03037421
P36268,569,93.07643234,high,0.434094903,0.158172232,0.407732865,5,25.76797603
Q8WUK0,201,93.070199,high,0.597014925,0.109452736,0.293532338,12,17.67923016
Q9NQY0,253,93.06193676,high,0.85770751,0,0.14229249,1,35.65042149
Q13702,412,93.06087379,high,0.786407767,0.02184466,0.191747573,9,22.77791033
Q9H488,388,93.04927835,high,0.402061856,0.139175258,0.458762887,4,24.71547444
Q96JD6,320,93.0463125,high,0.440625,0.0875,0.471875,7,19.61322672
Q9UI30,125,93.0428,high,0.384,0.2,0.416,-7,15.80660703
Q96GX9,242,93.02830579,high,0.351239669,0.165289256,0.483471074,-1,21.83609101
Q02252,535,93.02790654,high,0.411214953,0.173831776,0.414953271,8,26.10760385
P23141,567,93.02273369,high,0.380952381,0.119929453,0.499118166,4,25.44893838
Q96PC3,154,93.02032468,high,0.512987013,0.201298701,0.285714286,-1,17.09640298
P31947,248,93.02020161,high,0.850806452,0,0.149193548,-18,21.02325005
Q9NVD3,440,93.01263636,high,0.547727273,0.070454545,0.381818182,8,26.39437946
Q9BT22,464,93.01241379,high,0.476293103,0.153017241,0.370689655,-1.11E-15,25.28395139
Q96SQ9,504,93.00575397,high,0.555555556,0.06547619,0.378968254,9,24.59252368
Q96IV6,333,92.99687688,high,0.762762763,0,0.237237237,13,29.61332038
P58499,235,92.98293617,high,0.29787234,0.234042553,0.468085106,7,36.96428101
P15848,533,92.979606,high,0.242026266,0.140712946,0.617260788,11,30.04835678
Q9NYY1,176,92.975625,high,0.693181818,0.056818182,0.25,5,20.02134744
Q7L5L3,318,92.97503145,high,0.459119497,0.125786164,0.41509434,4,21.35570996
Q16222,522,92.97268199,high,0.383141762,0.181992337,0.4348659,-6,25.55109022
P38405,381,92.96939633,high,0.564304462,0.11023622,0.325459318,-4.00E-15,26.12845709
Q9Y5L3,495,92.95167677,high,0.466666667,0.17979798,0.353535354,5,33.65509403
O14972,297,92.95154882,high,0.060606061,0.542087542,0.397306397,2,25.10003197
Q9Y6Q5,423,92.93799054,high,0.186761229,0.397163121,0.41607565,2,26.1452412
P16562,243,92.92979424,high,0.329218107,0.098765432,0.572016461,-3,24.14938807
Q9NYQ3,351,92.91905983,high,0.458689459,0.128205128,0.413105413,3,19.87406748
Q53G59,568,92.91857394,high,0.323943662,0.237676056,0.438380282,-18,31.72244251
Q6ZV70,420,92.90630952,high,0.59047619,0,0.40952381,-3.44E-15,20.68685505
Q5QJU3,275,92.8988,high,0.738181818,0.043636364,0.218181818,6,20.6452738
Q8TBC4,463,92.89654428,high,0.425485961,0.161987041,0.412526998,-8,25.88428481
Q96LB4,118,92.89559322,high,0.872881356,0,0.127118644,4,49.70041424
Q13336,389,92.89496144,high,0.676092545,0,0.323907455,-1,27.1319285
O75414,186,92.87978495,high,0.467741935,0.188172043,0.344086022,3,16.94046659
Q07326,219,92.87958904,high,0.780821918,0,0.219178082,6,18.77707773
P24903,491,92.87382892,high,0.582484725,0.071283096,0.346232179,4,23.83834156
P62258,255,92.86752941,high,0.823529412,0,0.176470588,-20,19.34850376
Q9BRQ3,303,92.84471947,high,0.366336634,0.254125413,0.379537954,-11,19.61821749
P0DTE5,536,92.83658582,high,0.526119403,0.108208955,0.365671642,13,30.06518855
O75419,566,92.83217314,high,0.549469965,0.127208481,0.323321555,-19,27.32497801
P36873,323,92.82671827,high,0.33126935,0.157894737,0.510835913,1,22.98981884
Q9Y471,501,92.8248503,high,0.283433134,0.175648703,0.540918164,-2.55E-15,24.95580005
P51689,593,92.8244688,high,0.335581788,0.13153457,0.532883642,5,30.22955273
P54107,249,92.82140562,high,0.425702811,0.120481928,0.453815261,-9,22.80747921
Q7Z4H8,507,92.80035503,high,0.339250493,0.147928994,0.512820513,8,26.27182305
Q9NZD8,308,92.79840909,high,0.5,0.12987013,0.37012987,-5,18.8273493
Q9BY64,529,92.79455577,high,0.531190926,0.109640832,0.359168242,15,29.33115781
P61916,151,92.78960265,high,0.01986755,0.463576159,0.516556291,2,20.90807003
O14929,419,92.78926014,high,0.508353222,0.200477327,0.291169451,-5,27.12028146
O95045,317,92.77810726,high,0.331230284,0.195583596,0.47318612,-3,22.20946613
Q9HD40,501,92.77113772,high,0.499001996,0.121756487,0.379241517,4,26.84946079
Q86XE5,327,92.7569419,high,0.474006116,0.088685015,0.437308869,4,23.33269924
Q9H672,318,92.75311321,high,0.606918239,0,0.393081761,4,26.46515369
Q9BZW5,370,92.75183784,high,0.805405405,0,0.194594595,1,22.56271711
P02774,474,92.71911392,high,0.713080169,0,0.286919831,-12,26.69915559
